order_id,order_date,year,month,quarter,customer_id,region,country,category,subcategory,quantity,unit_price,discount,revenue,profit,aov,profit_margin,payment_method,shipping_mode
102139,2023-09-19,2023,Sep,Q3,C1262,North America,Mexico,Clothing,Shirt,10,120,0.24,912,317.46,91.2,0.34809210526315787,Bank Transfer,Express
102140,2023-08-29,2023,Aug,Q3,C1614,North America,United States,Furniture,Sofa,9,855,0.14,6617.7,1485.25,735.3,0.22443598228991946,PayPal,Same-Day
102141,2023-07-13,2023,Jul,Q3,C2981,North America,United States,Clothing,Jacket,3,26,0.03,75.66,24.15,25.22,0.3191911181601903,Credit Card,Standard
102142,2024-07-14,2024,Jul,Q3,C1329,Asia-Pacific,South Korea,Electronics,Tablet,7,1013,0.08,6523.72,774.96,931.96,0.11879111917740186,Bank Transfer,Express
102143,2023-08-09,2023,Aug,Q3,C1954,South America,Argentina,Furniture,Lamp,5,187,0.28,673.2,72.44,134.64000000000001,0.10760546642899584,PayPal,Standard
102144,2024-03-13,2024,Mar,Q1,C2397,Asia-Pacific,China,Electronics,Laptop,7,1953,0.07,12714.03,4231.883900000002,1816.2900000000002,0.3328514955525511,Credit Card,Same-Day
102145,2023-01-19,2023,Jan,Q1,C2474,Europe,United Kingdom,Furniture,Chair,9,176,0.25,1188,445.48,132,0.374983164983165,PayPal,Same-Day
102146,2023-09-22,2023,Sep,Q3,C1549,North America,United States,Electronics,Smartphone,6,1509,0.15,7695.9,2813.02,1282.6499999999999,0.36552190127210593,PayPal,Express
102147,2024-12-28,2024,Dec,Q4,C1127,Asia-Pacific,Australia,Furniture,Chair,8,374,0.02,2932.16,342.31,366.52,0.11674328822438067,Bank Transfer,Standard
102148,2023-03-26,2023,Mar,Q1,C1220,South America,Brazil,Electronics,Laptop,6,1552,0.29,6611.52,1856.45,1101.92,0.2807901965054934,Bank Transfer,Same-Day
102149,2023-02-07,2023,Feb,Q1,C1594,Europe,Italy,Furniture,Lamp,7,971,0.16,5709.48,898.85,815.64,0.15743114959681093,Credit Card,Express
102150,2024-06-24,2024,Jun,Q2,C2241,South America,Brazil,Electronics,Laptop,4,891,0.08,3278.88,862.64,819.72,0.26308983555360366,Credit Card,Same-Day
102151,2024-10-27,2024,Oct,Q4,C1646,Europe,Spain,Electronics,Tablet,9,377,0.11,3019.77,1197.81,335.53,0.3966560367180282,Credit Card,Standard
102152,2024-09-08,2024,Sep,Q3,C2488,Asia-Pacific,South Korea,Furniture,Lamp,9,1042,0.28,6752.16,1374.42,750.24,0.20355264093267933,Bank Transfer,Same-Day
102153,2023-12-24,2023,Dec,Q4,C2968,Europe,Spain,Electronics,Television,3,931,0.1,2513.7,743.41,837.9,0.29574332657039426,Bank Transfer,Standard
102154,2024-03-20,2024,Mar,Q1,C2431,South America,Chile,Clothing,Shoes,10,18,0.15,153,24.01,15.3,0.1569281045751634,Credit Card,Express
102155,2023-11-10,2023,Nov,Q4,C1859,North America,United States,Furniture,Sofa,6,283,0.19,1375.38,365,229.23000000000002,0.26538120374005725,Credit Card,Standard
102156,2023-01-13,2023,Jan,Q1,C2701,South America,Chile,Electronics,Laptop,1,1331,0.17,1104.73,118.34,1104.73,0.10712119703456953,Credit Card,Standard
102157,2024-01-24,2024,Jan,Q1,C2211,Europe,United Kingdom,Clothing,Jacket,1,241,0.14,207.26,35.37,207.26,0.1706552156711377,PayPal,Standard
102158,2023-06-01,2023,Jun,Q2,C2746,North America,Mexico,Furniture,Chair,1,1482,0.14,1274.52,390.35,1274.52,0.3062721652072937,Credit Card,Standard
102159,2024-04-28,2024,Apr,Q2,C1798,South America,Brazil,Electronics,Laptop,5,840,0.22,3276,531.4,655.2,0.16221001221001222,Bank Transfer,Express
102160,2023-08-03,2023,Aug,Q3,C2105,North America,Canada,Furniture,Lamp,4,1390,0.02,5448.8,1779.57,1362.2,0.32659851710468357,PayPal,Same-Day
102161,2024-01-28,2024,Jan,Q1,C2015,South America,Brazil,Clothing,Jacket,7,102,0.16,599.76,145.2,85.67999999999999,0.24209683873549417,PayPal,Express
102162,2023-04-23,2023,Apr,Q2,C1669,Asia-Pacific,South Korea,Furniture,Table,4,1112,0.12,3914.24,765.23,978.56,0.19549899852844999,PayPal,Same-Day
102163,2024-06-25,2024,Jun,Q2,C2769,South America,Chile,Clothing,Jacket,7,133,0.29,661.01,121.31,94.42999999999999,0.18352218574605528,Bank Transfer,Standard
102164,2024-11-17,2024,Nov,Q4,C1065,North America,Canada,Clothing,Shoes,9,38,0.13,297.54,82,33.06,0.2755931975532701,Credit Card,Express
102165,2024-08-25,2024,Aug,Q3,C1441,Asia-Pacific,India,Clothing,Jacket,8,45,0.15,306,33.12,38.25,0.10823529411764705,Bank Transfer,Express
102166,2023-04-18,2023,Apr,Q2,C2875,Asia-Pacific,Japan,Clothing,Jacket,5,44,0.2,176,38.41,35.2,0.21823863636363636,Credit Card,Express
102167,2024-07-03,2024,Jul,Q3,C2132,Asia-Pacific,South Korea,Furniture,Table,4,1206,0.13,4196.88,1221.97,1049.22,0.2911615295171651,Bank Transfer,Same-Day
102168,2024-12-17,2024,Dec,Q4,C1505,South America,Brazil,Electronics,Smartphone,3,1937,0.13,5055.57,1838.8,1685.1899999999998,0.36371764212541813,Credit Card,Same-Day
102169,2023-01-07,2023,Jan,Q1,C1077,Asia-Pacific,India,Electronics,Smartphone,10,1594,0.27,11636.2,4231.883900000002,1163.6200000000001,0.36368263694333214,Credit Card,Same-Day
102170,2024-08-28,2024,Aug,Q3,C1180,North America,Mexico,Furniture,Lamp,10,732,0.04,7027.2,2418.77,702.72,0.34420110428051004,Credit Card,Standard
102171,2024-08-25,2024,Aug,Q3,C1558,South America,Brazil,Clothing,Pants,8,123,0.13,856.08,125.77,107.01,0.14691383982805345,Credit Card,Express
102172,2024-09-25,2024,Sep,Q3,C2401,North America,United States,Furniture,Table,4,554,0.13,1927.92,553.27,481.98,0.2869776754222167,PayPal,Standard
102173,2024-09-30,2024,Sep,Q3,C1234,Asia-Pacific,South Korea,Clothing,Pants,6,247,0.04,1422.72,445.56,237.12,0.3131747638326586,Credit Card,Same-Day
102174,2024-04-28,2024,Apr,Q2,C1571,Europe,Germany,Clothing,Shoes,2,157,0.18,257.48,79.93,128.74,0.31043187820413237,Credit Card,Same-Day
102175,2024-04-28,2024,Apr,Q2,C1456,North America,United States,Clothing,Jacket,9,182,0.01,1621.62,248.74,180.17999999999998,0.15338982005648674,Bank Transfer,Express
102176,2024-04-07,2024,Apr,Q2,C2739,North America,Canada,Clothing,Jacket,1,15,0.13,46.4384,9.6599,46.4384,0.2080153493660419,PayPal,Express
102177,2024-09-20,2024,Sep,Q3,C2010,Asia-Pacific,India,Clothing,Shirt,7,140,0.19,793.8,113.25,113.39999999999999,0.1426681783824641,PayPal,Same-Day
102178,2024-12-22,2024,Dec,Q4,C2299,Asia-Pacific,Australia,Electronics,Laptop,3,1355,0.27,2967.45,580.55,989.15,0.1956393536538105,Credit Card,Express
102179,2024-01-10,2024,Jan,Q1,C2391,Asia-Pacific,South Korea,Furniture,Lamp,6,963,0.24,4391.28,1539.23,731.88,0.35051966624765446,Bank Transfer,Express
102180,2023-02-08,2023,Feb,Q1,C1010,South America,Brazil,Electronics,Laptop,5,1941,0.26,7181.7,2856.06,1436.34,0.39768578470278626,PayPal,Express
102181,2023-02-24,2023,Feb,Q1,C2835,North America,Mexico,Clothing,Jacket,2,83,0.05,157.7,40.22,78.85,0.2550412175015853,PayPal,Standard
102182,2024-07-05,2024,Jul,Q3,C2092,Europe,Italy,Electronics,Smartphone,10,691,0.28,4975.2,1723.41,497.52,0.34640014471780034,Credit Card,Standard
102183,2024-10-11,2024,Oct,Q4,C1519,Asia-Pacific,Japan,Furniture,Table,9,135,0.03,1178.55,342.66,130.95,0.290747104492809,Bank Transfer,Same-Day
102184,2024-09-03,2024,Sep,Q3,C2488,Asia-Pacific,India,Clothing,Jacket,8,186,0.13,1294.56,323.72,161.82,0.25006179705846004,Bank Transfer,Express
102185,2023-07-06,2023,Jul,Q3,C2239,North America,Mexico,Electronics,Television,9,610,0.27,4007.7,846.82,445.29999999999995,0.2112982508670809,Credit Card,Standard
102186,2023-07-11,2023,Jul,Q3,C2140,Asia-Pacific,Japan,Electronics,Tablet,8,797,0.29,4526.96,592.68,565.87,0.13092229664057115,Bank Transfer,Standard
102187,2023-09-24,2023,Sep,Q3,C1035,Europe,Italy,Clothing,Shirt,7,227,0.02,1557.22,198.67,222.46,0.12757991805910532,Credit Card,Same-Day
102188,2024-12-26,2024,Dec,Q4,C2062,Europe,United Kingdom,Clothing,Shirt,7,45,0.17,261.45,90.4,37.35,0.34576400841461086,PayPal,Standard
102189,2023-01-06,2023,Jan,Q1,C2166,Asia-Pacific,India,Furniture,Lamp,6,1135,0.06,6401.4,1310.8,1066.8999999999999,0.20476770706407973,Bank Transfer,Same-Day
102190,2024-03-20,2024,Mar,Q1,C1285,Asia-Pacific,China,Furniture,Lamp,1,586,0.16,492.24,73.96,492.24,0.15025190963757515,Credit Card,Standard
102191,2023-12-03,2023,Dec,Q4,C1555,North America,United States,Electronics,Smartphone,3,388,0.23,896.28,216.49,298.76,0.24154282143972866,PayPal,Standard
102192,2024-05-25,2024,May,Q2,C1769,Asia-Pacific,Australia,Furniture,Chair,6,159,0.07,887.22,234.37,147.87,0.26416221455783234,PayPal,Standard
102193,2023-02-27,2023,Feb,Q1,C2483,North America,United States,Electronics,Smartphone,6,1739,0.01,10329.66,1835.22,1721.61,0.17766509255870958,Credit Card,Express
102194,2023-02-21,2023,Feb,Q1,C2591,South America,Argentina,Clothing,Shoes,9,143,0.04,1235.52,413.69,137.28,0.3348306785806786,Bank Transfer,Same-Day
102195,2024-02-11,2024,Feb,Q1,C1363,South America,Argentina,Furniture,Lamp,3,632,0.02,1858.08,626.44,619.36,0.33714371824679246,PayPal,Express
102196,2024-12-27,2024,Dec,Q4,C2531,Europe,United Kingdom,Electronics,Tablet,6,519,0.23,2397.78,663.78,399.63000000000005,0.27683106873858315,PayPal,Express
102197,2023-08-10,2023,Aug,Q3,C2483,Asia-Pacific,Australia,Electronics,Tablet,5,513,0.04,2462.4,550.35,492.48,0.2235014619883041,Credit Card,Same-Day
102198,2023-02-22,2023,Feb,Q1,C1557,Asia-Pacific,China,Electronics,Tablet,10,1461,0.24,11103.6,3334.38,1110.3600000000001,0.3002972009078137,Bank Transfer,Standard
102199,2023-04-09,2023,Apr,Q2,C2166,Europe,Spain,Electronics,Laptop,7,940,0.15,5593,1568.36,799,0.28041480421956017,PayPal,Express
102200,2024-09-29,2024,Sep,Q3,C1524,North America,Mexico,Furniture,Chair,1,142,0.08,130.64,47.76,130.64,0.3655848132271892,Bank Transfer,Same-Day
102201,2024-02-10,2024,Feb,Q1,C1508,Europe,Germany,Clothing,Jacket,7,265,0.24,1409.8,460.25,201.4,0.32646474677259185,Bank Transfer,Standard
102202,2024-01-30,2024,Jan,Q1,C1103,South America,Brazil,Electronics,Laptop,8,1640,0.28,9446.4,3660.33,1180.8,0.3874841209349594,Credit Card,Standard
102203,2024-09-15,2024,Sep,Q3,C2780,South America,Chile,Electronics,Television,1,1642,0.27,1198.66,202.4,1198.66,0.16885522166419167,PayPal,Standard
102204,2024-06-19,2024,Jun,Q2,C2094,Asia-Pacific,South Korea,Electronics,Television,5,814,0.26,3011.8,326.32,602.36,0.10834716780662726,Bank Transfer,Express
102205,2024-02-21,2024,Feb,Q1,C1470,South America,Chile,Electronics,Television,9,1553,0.11,12439.53,3052.21,1382.17,0.2453637717823744,Bank Transfer,Standard
102206,2023-07-01,2023,Jul,Q3,C1467,Asia-Pacific,South Korea,Clothing,Pants,2,49,0.16,82.32,19.34,41.16,0.2349368318756074,Credit Card,Express
102207,2023-12-13,2023,Dec,Q4,C1025,Asia-Pacific,India,Furniture,Chair,2,871,0.12,1532.96,406.88,766.48,0.2654211460181609,Bank Transfer,Standard
102208,2024-01-20,2024,Jan,Q1,C2030,South America,Chile,Electronics,Laptop,2,1409,0.14,2423.48,402.64,1211.74,0.1661412514235727,Bank Transfer,Same-Day
102209,2023-02-14,2023,Feb,Q1,C1711,North America,United States,Electronics,Smartphone,4,323,0.07,1201.56,297.3,300.39,0.24742834315389994,Bank Transfer,Express
102210,2023-05-14,2023,May,Q2,C1040,South America,Argentina,Clothing,Jacket,8,286,0.14,1967.68,661.61,245.96,0.33623861603512767,Bank Transfer,Express
102211,2023-03-03,2023,Mar,Q1,C1806,Asia-Pacific,Japan,Clothing,Shoes,3,208,0.01,617.76,179,205.92,0.28975653975653975,PayPal,Express
102212,2023-05-23,2023,May,Q2,C1655,South America,Brazil,Clothing,Pants,5,176,0.14,756.8,267.64,151.35999999999999,0.35364693446088796,Credit Card,Standard
102213,2024-11-30,2024,Nov,Q4,C1085,North America,Canada,Clothing,Jacket,3,199,0.07,555.21,86.87,185.07000000000002,0.15646332018515516,Bank Transfer,Same-Day
102214,2023-11-07,2023,Nov,Q4,C1377,Asia-Pacific,China,Furniture,Lamp,2,1183,0.28,1703.52,315.45,851.76,0.18517540152155537,PayPal,Same-Day
102215,2024-05-17,2024,May,Q2,C1269,Europe,United Kingdom,Electronics,Tablet,10,1323,0.27,9657.9,1213.61,965.79,0.12565982252870705,PayPal,Standard
102216,2023-07-15,2023,Jul,Q3,C1155,Europe,United Kingdom,Clothing,Jacket,7,257,0.07,1673.07,336.74,239.01,0.20127071790182122,Bank Transfer,Standard
102217,2023-11-20,2023,Nov,Q4,C2979,Asia-Pacific,Australia,Furniture,Sofa,3,647,0.08,1785.72,536.65,595.24,0.30052303832627736,PayPal,Same-Day
102218,2024-12-28,2024,Dec,Q4,C2087,North America,Canada,Clothing,Shoes,2,163,0.12,286.88,102.17,143.44,0.3561419408812047,Bank Transfer,Express
102219,2024-07-08,2024,Jul,Q3,C1473,North America,Canada,Clothing,Jacket,1,42,0.04,46.4384,14.89,46.4384,0.32063981532524805,Credit Card,Same-Day
102220,2023-02-16,2023,Feb,Q1,C1663,North America,Mexico,Clothing,Pants,10,213,0.25,1597.5,298.53,159.75,0.1868732394366197,Bank Transfer,Express
102221,2024-04-26,2024,Apr,Q2,C2711,North America,Canada,Furniture,Sofa,6,1250,0.08,6900,1569.74,1150,0.22749855072463768,Credit Card,Express
102222,2024-08-03,2024,Aug,Q3,C2136,Asia-Pacific,China,Electronics,Laptop,8,1013,0.05,7698.8,2575.95,962.35,0.3345911051072894,Credit Card,Same-Day
102223,2023-06-19,2023,Jun,Q2,C1518,North America,United States,Clothing,Shoes,1,143,0.02,140.14,34.62,140.14,0.24703867561010417,PayPal,Same-Day
102224,2023-10-15,2023,Oct,Q4,C2664,South America,Argentina,Clothing,Jacket,9,57,0.17,425.79,133.24,47.31,0.312924211465746,PayPal,Express
102225,2023-12-11,2023,Dec,Q4,C2512,South America,Brazil,Clothing,Shoes,4,290,0.11,1032.4,170.08,258.1,0.16474234792716003,Credit Card,Standard
102226,2024-07-04,2024,Jul,Q3,C1132,Europe,Italy,Clothing,Jacket,2,180,0.14,309.6,46.14,154.8,0.14903100775193798,Bank Transfer,Standard
102227,2024-06-08,2024,Jun,Q2,C2345,South America,Brazil,Electronics,Television,10,376,0.1,3384,480.01,338.4,0.141846926713948,Bank Transfer,Same-Day
102228,2024-02-26,2024,Feb,Q1,C1808,Europe,United Kingdom,Clothing,Pants,8,267,0.12,1879.68,203.71,234.96,0.10837482975825673,Bank Transfer,Same-Day
102229,2023-03-11,2023,Mar,Q1,C1037,North America,Mexico,Furniture,Lamp,2,1399,0.02,2742.04,991.06,1371.02,0.3614316348412131,Bank Transfer,Express
102230,2024-10-19,2024,Oct,Q4,C2792,North America,Canada,Clothing,Jacket,8,206,0.08,1516.16,211.64,189.52,0.13958948923596454,Credit Card,Standard
102231,2023-09-29,2023,Sep,Q3,C2744,Asia-Pacific,India,Clothing,Shirt,3,274,0.1,739.8,226.47,246.6,0.3061232765612328,Credit Card,Express
102232,2023-06-27,2023,Jun,Q2,C2890,Europe,United Kingdom,Clothing,Shoes,9,144,0.24,984.96,370.67,109.44,0.3763300032488629,PayPal,Express
102233,2023-09-02,2023,Sep,Q3,C2995,Europe,Germany,Clothing,Shirt,10,276,0.06,2594.4,396.7,259.44,0.15290625963613938,Bank Transfer,Same-Day
102234,2024-07-03,2024,Jul,Q3,C2353,South America,Chile,Electronics,Television,5,1838,0.07,8546.7,2089.89,1709.3400000000001,0.24452595738706165,Bank Transfer,Express
102235,2024-06-22,2024,Jun,Q2,C1913,Europe,Spain,Clothing,Pants,4,249,0.1,896.4,114.68,224.1,0.12793395805444,Bank Transfer,Standard
102236,2023-03-16,2023,Mar,Q1,C1108,Asia-Pacific,India,Electronics,Smartphone,4,472,0.28,1359.36,242.28,339.84,0.17823093220338984,PayPal,Express
102237,2023-07-21,2023,Jul,Q3,C2818,Europe,France,Clothing,Pants,7,78,0.24,414.96,127.92,59.279999999999994,0.30827067669172936,Credit Card,Same-Day
102238,2024-10-07,2024,Oct,Q4,C1752,South America,Brazil,Furniture,Table,4,159,0.3,445.2,57.5,111.3,0.12915543575920935,Bank Transfer,Express
102239,2023-10-06,2023,Oct,Q4,C1403,North America,Mexico,Electronics,Laptop,9,472,0.24,3228.48,1236.44,358.72,0.38297898701556154,Bank Transfer,Express
102240,2024-11-18,2024,Nov,Q4,C2995,South America,Brazil,Electronics,Smartphone,7,1260,0,8820,2942.26,1260,0.33358956916099775,Credit Card,Same-Day
102241,2024-09-08,2024,Sep,Q3,C2030,South America,Brazil,Electronics,Television,2,1447,0.19,2344.14,445.02,1172.07,0.18984361002329211,Credit Card,Express
102242,2023-05-23,2023,May,Q2,C1969,South America,Brazil,Electronics,Laptop,2,1295,0.03,2512.3,253.21,1256.15,0.10078812243760697,PayPal,Same-Day
102243,2024-06-10,2024,Jun,Q2,C2107,Europe,France,Clothing,Jacket,2,73,0.16,122.64,26.46,61.32,0.21575342465753425,PayPal,Express
102244,2023-10-02,2023,Oct,Q4,C1305,Asia-Pacific,Japan,Furniture,Sofa,6,278,0.18,1367.76,414.14,227.96,0.3027870386617535,Credit Card,Standard
102245,2023-06-03,2023,Jun,Q2,C2465,Europe,Germany,Electronics,Smartphone,2,1589,0.15,2701.3,550.75,1350.65,0.20388331544071372,Credit Card,Standard
102246,2023-05-23,2023,May,Q2,C1086,South America,Brazil,Electronics,Laptop,2,1760,0.16,2956.8,872.8,1478.4,0.29518398268398266,Credit Card,Express
102247,2024-01-14,2024,Jan,Q1,C2056,Asia-Pacific,Australia,Furniture,Table,9,1253,0.21,8908.83,3206.65,989.87,0.35994064315965174,PayPal,Express
102248,2024-03-19,2024,Mar,Q1,C1221,Europe,Spain,Electronics,Tablet,5,323,0.16,1356.6,324.75,271.32,0.23938522777532067,Credit Card,Express
102249,2023-11-27,2023,Nov,Q4,C1124,South America,Chile,Furniture,Table,1,1006,0.17,834.98,117.25,834.98,0.14042252509042133,Credit Card,Express
102250,2023-09-17,2023,Sep,Q3,C2508,South America,Chile,Clothing,Pants,9,300,0.22,2106,645.44,234,0.30647673314339985,Credit Card,Same-Day
102251,2023-06-22,2023,Jun,Q2,C1226,North America,Mexico,Furniture,Table,6,144,0.19,699.84,193.16,116.64,0.27600594421582075,Credit Card,Standard
102252,2024-04-29,2024,Apr,Q2,C2720,Asia-Pacific,China,Furniture,Sofa,8,789,0.16,5302.08,866.63,662.76,0.16345094755265857,PayPal,Same-Day
102253,2023-03-14,2023,Mar,Q1,C1206,North America,United States,Clothing,Jacket,2,244,0.29,346.48,109.27,173.24,0.3153717386284922,Credit Card,Same-Day
102254,2024-03-01,2024,Mar,Q1,C2525,South America,Brazil,Furniture,Table,1,351,0.23,270.27,85.02,270.27,0.31457431457431456,PayPal,Standard
102255,2024-06-16,2024,Jun,Q2,C2488,North America,United States,Clothing,Shirt,7,139,0.07,904.89,213.06,129.27,0.23545403308689455,Credit Card,Express
102256,2023-12-18,2023,Dec,Q4,C1147,Europe,Italy,Furniture,Chair,5,319,0.12,1403.6,391.39,280.71999999999997,0.27884724992875465,Bank Transfer,Standard
102257,2024-03-07,2024,Mar,Q1,C1788,Europe,France,Clothing,Jacket,8,189,0.08,1391.04,198.85,173.88,0.14295059811364158,Bank Transfer,Express
102258,2023-02-24,2023,Feb,Q1,C2910,South America,Argentina,Clothing,Pants,9,70,0.29,447.3,125.03,49.7,0.27952157388777105,Bank Transfer,Express
102259,2023-06-07,2023,Jun,Q2,C2985,North America,United States,Furniture,Sofa,2,1066,0.15,1812.2,570.73,906.1,0.3149376448515616,Bank Transfer,Standard
102260,2023-07-31,2023,Jul,Q3,C1036,Asia-Pacific,South Korea,Clothing,Shirt,10,248,0.3,1736,525.75,173.6,0.30285138248847926,Credit Card,Same-Day
102261,2024-03-01,2024,Mar,Q1,C1519,North America,Mexico,Furniture,Lamp,3,1151,0.2,2762.4,412.6,920.8000000000001,0.14936287286417607,PayPal,Same-Day
102262,2023-12-25,2023,Dec,Q4,C2699,North America,Mexico,Electronics,Tablet,4,1010,0.23,3110.8,1220.01,777.7,0.3921852899575672,Bank Transfer,Standard
102263,2024-01-17,2024,Jan,Q1,C2419,Asia-Pacific,China,Furniture,Chair,9,1298,0.02,11448.36,2245.11,1272.04,0.19610756475163255,Credit Card,Same-Day
102264,2023-11-25,2023,Nov,Q4,C2982,Europe,United Kingdom,Electronics,Laptop,5,894,0.15,3799.5,1111.98,759.9,0.2926648243189893,Credit Card,Same-Day
102265,2024-05-24,2024,May,Q2,C2118,Europe,Spain,Electronics,Laptop,6,1984,0.13,10356.48,3326.32,1726.08,0.3211824867136325,Credit Card,Standard
102266,2024-09-16,2024,Sep,Q3,C2158,North America,United States,Clothing,Shoes,4,39,0.3,109.2,15.92,27.3,0.1457875457875458,Bank Transfer,Express
102267,2024-02-26,2024,Feb,Q1,C2264,Asia-Pacific,Australia,Electronics,Television,2,707,0.03,1371.58,528.64,685.79,0.38542410942125144,Bank Transfer,Express
102268,2023-09-21,2023,Sep,Q3,C1949,Asia-Pacific,India,Electronics,Television,2,262,0.28,377.28,38.59,188.64,0.10228477523324853,PayPal,Same-Day
102269,2023-06-05,2023,Jun,Q2,C1351,South America,Chile,Electronics,Tablet,4,605,0.09,2202.2,567.15,550.55,0.25753791662882575,Credit Card,Standard
102270,2023-12-23,2023,Dec,Q4,C1965,Europe,Germany,Furniture,Lamp,4,1142,0.29,3243.28,788.14,810.82,0.24300707925310178,Credit Card,Same-Day
102271,2024-01-17,2024,Jan,Q1,C2304,Asia-Pacific,Australia,Clothing,Shirt,7,83,0.19,470.61,177.45,67.23,0.3770638107987505,PayPal,Express
102272,2024-11-21,2024,Nov,Q4,C1087,South America,Argentina,Electronics,Laptop,10,703,0.04,6748.8,2337.34,674.88,0.34633416311047893,Bank Transfer,Same-Day
102273,2023-06-19,2023,Jun,Q2,C1599,North America,United States,Electronics,Smartphone,7,1226,0.1,7723.8,2181.47,1103.4,0.28243481188016256,Credit Card,Express
102274,2023-08-10,2023,Aug,Q3,C2569,Europe,United Kingdom,Furniture,Chair,4,1049,0.17,3482.68,1189.52,870.67,0.3415530568412832,Bank Transfer,Standard
102275,2024-10-17,2024,Oct,Q4,C1171,South America,Chile,Furniture,Lamp,10,1269,0.07,11801.7,1296.26,1180.17,0.10983671843886897,Bank Transfer,Same-Day
102276,2023-06-28,2023,Jun,Q2,C2957,South America,Argentina,Furniture,Chair,5,1305,0.04,6264,2105.02,1252.8,0.3360504469987229,Bank Transfer,Same-Day
102277,2024-07-30,2024,Jul,Q3,C1578,South America,Chile,Clothing,Jacket,2,154,0.12,271.04,103.49,135.52,0.3818255608028335,Credit Card,Standard
102278,2024-05-01,2024,May,Q2,C1425,Europe,Germany,Furniture,Sofa,8,177,0.04,1359.36,385.44,169.92,0.283545197740113,Bank Transfer,Standard
102279,2024-05-06,2024,May,Q2,C1002,Europe,United Kingdom,Clothing,Shoes,5,186,0.21,734.7,238.32,146.94,0.32437729685585953,Bank Transfer,Same-Day
102280,2023-10-20,2023,Oct,Q4,C2618,Asia-Pacific,South Korea,Electronics,Smartphone,4,660,0,2640,716.08,660,0.2712424242424243,PayPal,Same-Day
102281,2024-12-22,2024,Dec,Q4,C1164,Europe,United Kingdom,Electronics,Tablet,1,1407,0.01,1392.93,276.17,1392.93,0.1982655266237356,Credit Card,Same-Day
102282,2023-03-19,2023,Mar,Q1,C2711,South America,Brazil,Clothing,Shirt,10,269,0.3,1883,247.97,188.3,0.13168879447689857,Bank Transfer,Standard
102283,2023-06-10,2023,Jun,Q2,C1116,Asia-Pacific,Japan,Furniture,Table,4,1244,0.09,4528.16,1736.91,1132.04,0.38357964382884,Bank Transfer,Same-Day
102284,2024-09-21,2024,Sep,Q3,C1160,South America,Argentina,Electronics,Tablet,5,1523,0.16,6396.6,1692.45,1279.3200000000002,0.26458587374542725,Bank Transfer,Same-Day
102285,2023-02-15,2023,Feb,Q1,C1583,Europe,Italy,Electronics,Smartphone,10,261,0.03,2531.7,813.8,253.17,0.32144408895208754,Credit Card,Same-Day
102286,2023-11-23,2023,Nov,Q4,C1469,North America,Canada,Furniture,Lamp,8,507,0.25,3042,625.12,380.25,0.2054963839579224,PayPal,Same-Day
102287,2024-08-05,2024,Aug,Q3,C1093,Europe,Spain,Clothing,Jacket,7,42,0.17,244.02,25.68,34.86,0.10523727563314482,Credit Card,Standard
102288,2023-03-15,2023,Mar,Q1,C2385,South America,Brazil,Electronics,Television,5,1316,0.05,6251,1155.73,1250.2,0.1848872180451128,Credit Card,Standard
102289,2023-07-01,2023,Jul,Q3,C1410,Asia-Pacific,South Korea,Furniture,Sofa,1,711,0.02,696.78,124.62,696.78,0.1788512873503832,Credit Card,Same-Day
102290,2023-01-02,2023,Jan,Q1,C2430,South America,Argentina,Clothing,Shoes,3,277,0.18,681.42,220.47,227.14,0.3235449502509466,PayPal,Standard
102291,2023-11-02,2023,Nov,Q4,C1721,Asia-Pacific,Australia,Clothing,Shirt,1,30,0.2,46.4384,9.6599,46.4384,0.2080153493660419,Credit Card,Express
102292,2023-11-29,2023,Nov,Q4,C1669,Asia-Pacific,Australia,Clothing,Jacket,2,240,0.15,408,42.49,204,0.1041421568627451,Credit Card,Express
102293,2023-01-04,2023,Jan,Q1,C2917,South America,Argentina,Electronics,Television,9,1505,0.21,10700.55,1764.43,1188.9499999999998,0.16489152426744422,Bank Transfer,Standard
102294,2024-07-10,2024,Jul,Q3,C1040,Asia-Pacific,Australia,Furniture,Table,4,803,0.11,2858.68,371.73,714.67,0.1300355408790071,Credit Card,Standard
102295,2024-08-08,2024,Aug,Q3,C2482,Asia-Pacific,China,Electronics,Smartphone,9,460,0.03,4015.8,1404.26,446.20000000000005,0.3496837491906967,Credit Card,Express
102296,2024-01-27,2024,Jan,Q1,C2102,Europe,United Kingdom,Clothing,Shirt,10,295,0.23,2271.5,521.28,227.15,0.22948712304644506,Bank Transfer,Express
102297,2023-10-18,2023,Oct,Q4,C1314,Europe,United Kingdom,Electronics,Tablet,3,692,0.04,1992.96,428.89,664.32,0.21520251284521516,Bank Transfer,Standard
102298,2024-02-11,2024,Feb,Q1,C2832,Europe,Germany,Clothing,Pants,10,122,0.3,854,312.75,85.4,0.36621779859484777,Bank Transfer,Same-Day
102299,2023-11-11,2023,Nov,Q4,C1533,North America,United States,Furniture,Lamp,6,947,0.17,4716.06,1464.09,786.0100000000001,0.31044770422768153,Bank Transfer,Standard
102300,2023-02-06,2023,Feb,Q1,C2219,Asia-Pacific,Japan,Furniture,Lamp,2,970,0.1,1746,314.22,873,0.17996563573883162,Credit Card,Same-Day
102301,2023-01-14,2023,Jan,Q1,C2697,South America,Chile,Furniture,Sofa,6,1379,0.27,6040.02,893.09,1006.6700000000001,0.1478620931718769,Bank Transfer,Same-Day
