"Order_ID","Order_Date","Customer_ID","Region","Country","Category","Subcategory","Quantity","Unit_Price","Discount","Revenue","Profit","Payment_Method","Shipping_Mode"
100795,2023-03-11,"C2038","Europe","United Kingdom","Electronics","Tablet",3,505,0.29,1075.65,182.51,"PayPal","Express"
100796,2024-04-24,"C2238","Europe","France","Furniture","Table",1,853,0.09,776.23,127.5,"PayPal","Express"
100797,2024-10-23,"C2962","North America","Canada","Furniture","Table",2,517,0.13,899.58,350.49,"Bank Transfer","Standard"
100798,2023-01-30,"C1992","North America","Canada","Electronics","Smartphone",9,1805,0.18,13320.9,4574.23,"Bank Transfer","Express"
100799,2023-01-10,"C2916","South America","Brazil","Clothing","Shoes",5,57,0.26,210.9,51.83,"PayPal","Express"
100800,2023-01-31,"C2920","Asia-Pacific","China","Furniture","Chair",6,1147,0.07,6400.26,1303.92,"Credit Card","Same-Day"
100801,2023-08-26,"C1031","Asia-Pacific","China","Furniture","Lamp",3,1361,0.13,3552.21,708.3,"PayPal","Express"
100802,2023-03-25,"C2622","South America","Chile","Furniture","Table",1,910,0.26,673.4,160.13,"PayPal","Same-Day"
100803,2024-01-05,"C1732","South America","Argentina","Clothing","Jacket",3,25,0.03,72.75,27.67,"Bank Transfer","Standard"
100804,2023-11-21,"C1392","South America","Chile","Electronics","Television",8,302,0.08,2222.72,702.73,"Credit Card","Standard"
100805,2024-01-07,"C2961","South America","Brazil","Furniture","Lamp",6,197,0.24,898.32,349.24,"Bank Transfer","Express"
100806,2023-01-01,"C2035","North America","Mexico","Clothing","Shoes",7,25,0.18,143.5,40.42,"Credit Card","Express"
100807,2024-02-16,"C1585","South America","Argentina","Clothing","Shirt",1,143,0.06,134.42,33.55,"Credit Card","Standard"
100808,2023-12-13,"C1579","North America","Canada","Furniture","Sofa",2,832,0.06,1564.16,302.07,"Bank Transfer","Same-Day"
100809,2023-12-14,"C1374","Europe","Spain","Clothing","Shirt",6,296,0.06,1669.44,368.39,"PayPal","Express"
100810,2024-01-05,"C2530","North America","Mexico","Furniture","Table",10,413,0.11,3675.7,1354.96,"PayPal","Express"
100811,2023-05-03,"C2925","South America","Brazil","Clothing","Pants",1,163,0.17,135.29,47.29,"Bank Transfer","Express"
100812,2024-10-15,"C1235","Europe","Spain","Furniture","Chair",7,781,0.14,4701.62,1725.04,"Bank Transfer","Standard"
100813,2023-05-20,"C1168","Europe","Germany","Furniture","Sofa",6,992,0.3,4166.4,417.18,"Credit Card","Standard"
100814,2024-12-31,"C1262","North America","United States","Electronics","Tablet",1,225,0.17,186.75,50.16,"PayPal","Same-Day"
100815,2023-07-30,"C2593","South America","Brazil","Electronics","Smartphone",4,797,0.3,2231.6,294.34,"Credit Card","Express"
100816,2023-06-15,"C1459","North America","United States","Clothing","Shoes",9,65,0.27,427.05,108.43,"PayPal","Standard"
100817,2023-01-03,"C1792","Asia-Pacific","South Korea","Furniture","Chair",5,865,0.05,4108.75,505.67,"PayPal","Same-Day"
100818,2024-12-16,"C2083","Europe","United Kingdom","Electronics","Television",6,1123,0.19,5457.78,1039.53,"Credit Card","Same-Day"
100819,2024-09-18,"C2530","South America","Argentina","Furniture","Lamp",8,289,0.08,2127.04,846.14,"Bank Transfer","Express"
100820,2024-10-31,"C1461","North America","United States","Furniture","Chair",1,703,0.21,555.37,177.5,"Credit Card","Express"
100821,2023-07-08,"C1709","South America","Chile","Electronics","Tablet",8,1403,0.17,9315.92,1765.85,"PayPal","Same-Day"
100822,2023-09-26,"C1267","Asia-Pacific","India","Furniture","Lamp",10,661,0.09,6015.1,742.16,"Bank Transfer","Standard"
100823,2023-06-24,"C1256","Europe","France","Clothing","Pants",7,79,0.04,530.88,181.32,"Bank Transfer","Express"
100824,2024-01-17,"C2916","Asia-Pacific","China","Clothing","Shirt",4,134,0.15,455.6,151.87,"Bank Transfer","Express"
100825,2023-08-10,"C2154","North America","Mexico","Furniture","Sofa",8,866,0.03,6720.16,1639.08,"Bank Transfer","Standard"
100826,2024-04-02,"C1761","North America","Canada","Electronics","Television",1,535,0.28,385.2,152.2,"Bank Transfer","Standard"
100827,2024-11-14,"C2597","North America","Canada","Electronics","Smartphone",10,1073,0.2,8584,1219.55,"Bank Transfer","Same-Day"
100828,2024-05-18,"C1422","Asia-Pacific","South Korea","Clothing","Shoes",10,121,0.16,1016.4,333.98,"Bank Transfer","Standard"
100829,2024-06-02,"C2741","Europe","France","Furniture","Chair",9,935,0.16,7068.6,2319.62,"PayPal","Express"
100830,2023-02-07,"C2763","North America","United States","Clothing","Jacket",3,164,0.15,418.2,75.38,"Credit Card","Standard"
100831,2024-03-22,"C1852","Europe","Germany","Clothing","Pants",10,102,0.17,846.6,95.89,"Credit Card","Express"
100832,2023-05-11,"C2376","Asia-Pacific","Australia","Electronics","Tablet",10,1427,0.28,10274.4,1248.25,"Bank Transfer","Express"
100833,2023-06-10,"C2085","Europe","Spain","Clothing","Pants",1,38,0.18,31.16,8.21,"Bank Transfer","Same-Day"
100834,2023-09-06,"C2295","North America","Mexico","Clothing","Jacket",4,11,0.23,33.88,8.12,"PayPal","Standard"
100835,2023-07-05,"C2462","Europe","France","Electronics","Laptop",8,833,0.1,5997.6,655.23,"Credit Card","Express"
100836,2023-08-27,"C1228","Asia-Pacific","China","Clothing","Shirt",8,197,0.13,1371.12,165.17,"Credit Card","Standard"
100837,2024-07-31,"C1042","North America","Mexico","Electronics","Television",6,1808,0.22,8461.44,3283,"PayPal","Express"
100838,2023-02-05,"C2688","North America","United States","Clothing","Pants",2,173,0.22,269.88,88.34,"PayPal","Same-Day"
100839,2023-12-15,"C2935","South America","Brazil","Furniture","Table",7,771,0.25,4047.75,1380.31,"Bank Transfer","Same-Day"
100840,2024-09-19,"C2683","Asia-Pacific","China","Furniture","Lamp",2,1474,0.12,2594.24,309.06,"Bank Transfer","Standard"
100841,2024-06-20,"C1540","North America","United States","Clothing","Shoes",8,289,0.06,2173.28,294.13,"Bank Transfer","Standard"
100842,2024-09-06,"C2372","South America","Chile","Clothing","Shirt",2,262,0.06,492.56,122.72,"Credit Card","Express"
100843,2023-03-11,"C2409","Europe","United Kingdom","Furniture","Table",8,508,0.23,3129.28,612.88,"Credit Card","Same-Day"
100844,2024-07-26,"C2401","Europe","Italy","Furniture","Sofa",5,1091,0.04,5236.8,1616.71,"PayPal","Express"
100845,2024-09-25,"C1270","Europe","Italy","Clothing","Jacket",5,176,0.11,783.2,274.15,"Credit Card","Standard"
100846,2023-08-22,"C1564","Europe","Germany","Electronics","Smartphone",9,1367,0.18,10088.46,2533.12,"Bank Transfer","Same-Day"
100847,2024-09-07,"C2483","Europe","Italy","Electronics","Tablet",1,1992,0.05,1892.4,579.69,"PayPal","Standard"
100848,2024-04-19,"C1416","South America","Argentina","Clothing","Shirt",3,81,0.04,233.28,60.5,"PayPal","Standard"
100849,2024-03-19,"C2388","Europe","France","Clothing","Jacket",1,289,0.24,219.64,83.1,"Bank Transfer","Same-Day"
100850,2023-11-02,"C1447","South America","Argentina","Electronics","Tablet",7,1885,0.19,10687.95,2991.69,"Credit Card","Standard"
100851,2023-04-21,"C1502","Asia-Pacific","South Korea","Electronics","Smartphone",1,885,0.07,823.05,225.65,"Bank Transfer","Express"
100852,2024-02-25,"C2285","Europe","Spain","Furniture","Sofa",1,1490,0.07,1385.7,302.5,"Credit Card","Standard"
100853,2024-06-07,"C2345","Asia-Pacific","Australia","Electronics","Television",9,1647,0,14823,4618.02,"Credit Card","Standard"
100854,2024-06-19,"C2974","Asia-Pacific","South Korea","Electronics","Laptop",2,986,0.11,1755.08,411.8,"Bank Transfer","Standard"
100855,2024-04-11,"C2784","South America","Chile","Clothing","Pants",9,73,0.26,486.18,113.47,"Credit Card","Express"
100856,2024-08-08,"C2395","North America","United States","Furniture","Sofa",10,1185,0.24,9006,2150.27,"Bank Transfer","Standard"
100857,2023-08-13,"C2124","North America","Canada","Electronics","Smartphone",3,1411,0.11,3767.37,464.27,"Credit Card","Same-Day"
100858,2023-10-27,"C2696","Europe","France","Electronics","Tablet",10,1343,0.26,9938.2,1567.72,"Bank Transfer","Same-Day"
100859,2024-01-28,"C2788","South America","Argentina","Clothing","Shoes",5,123,0.27,448.95,80.58,"Bank Transfer","Standard"
100860,2024-11-12,"C2878","North America","United States","Furniture","Sofa",7,931,0.14,5604.62,1500.37,"Credit Card","Express"
100861,2024-01-04,"C2249","North America","Mexico","Electronics","Laptop",8,916,0.15,6228.8,852.68,"PayPal","Standard"
100862,2024-04-29,"C1301","North America","Mexico","Clothing","Shoes",2,281,0.11,500.18,134.03,"Bank Transfer","Express"
100863,2024-04-26,"C2512","Europe","Germany","Electronics","Tablet",7,1905,0.29,9467.85,3134.52,"Credit Card","Same-Day"
100864,2024-08-22,"C2105","South America","Brazil","Furniture","Lamp",10,1290,0.11,11481,3384.7,"PayPal","Express"
100865,2024-08-04,"C1407","North America","Mexico","Electronics","Television",10,1011,0.28,7279.2,2445.95,"Credit Card","Same-Day"
100866,2024-05-30,"C2769","North America","Canada","Furniture","Chair",7,531,0.05,3531.15,353.88,"PayPal","Standard"
100867,2024-02-15,"C1408","South America","Chile","Clothing","Jacket",8,32,0.11,227.84,64.96,"Credit Card","Standard"
100868,2023-12-04,"C1928","Europe","United Kingdom","Electronics","Tablet",3,771,0.27,1688.49,657.6,"PayPal","Standard"
100869,2024-10-22,"C2631","Europe","France","Clothing","Shoes",3,153,0.19,371.79,76.43,"Credit Card","Express"
100870,2024-10-03,"C1361","North America","United States","Electronics","Tablet",10,1372,0.22,10701.6,1163.06,"Credit Card","Same-Day"
100871,2023-05-16,"C1663","Asia-Pacific","Australia","Furniture","Sofa",6,1082,0.06,6102.48,2095.38,"Bank Transfer","Express"
100872,2023-05-26,"C1272","Asia-Pacific","South Korea","Clothing","Pants",9,23,0.14,178.02,19.43,"PayPal","Same-Day"
100873,2023-10-20,"C2962","Asia-Pacific","India","Electronics","Tablet",8,754,0.18,4946.24,1406.33,"PayPal","Express"
100874,2023-05-18,"C1558","Asia-Pacific","Japan","Electronics","Television",2,360,0.01,712.8,104.35,"Credit Card","Same-Day"
100875,2023-11-19,"C2432","Europe","Germany","Electronics","Laptop",2,464,0.07,863.04,285.82,"PayPal","Express"
100876,2023-09-21,"C2949","Europe","United Kingdom","Electronics","Tablet",10,1866,0.26,13808.4,2366.53,"PayPal","Same-Day"
100877,2024-12-08,"C2086","Asia-Pacific","India","Furniture","Chair",10,375,0.29,2662.5,667.92,"Credit Card","Standard"
100878,2024-02-25,"C2955","Europe","Italy","Electronics","Tablet",10,1602,0.1,14418,3737.15,"PayPal","Standard"
100879,2023-08-06,"C1474","Europe","Italy","Furniture","Lamp",1,402,0.28,289.44,31.86,"Credit Card","Express"
100880,2024-09-08,"C1862","Asia-Pacific","India","Clothing","Shirt",10,32,0.15,272,72.27,"Bank Transfer","Same-Day"
100881,2024-10-26,"C2011","South America","Brazil","Electronics","Television",2,1355,0.02,2655.8,448.53,"Credit Card","Same-Day"
100882,2024-08-12,"C1448","Asia-Pacific","Japan","Clothing","Shirt",7,40,0.26,207.2,82.73,"Bank Transfer","Express"
100883,2024-01-06,"C2473","North America","United States","Electronics","Smartphone",3,875,0.06,2467.5,304.91,"PayPal","Express"
100884,2023-02-14,"C2811","South America","Brazil","Clothing","Jacket",8,294,0.07,2187.36,278.73,"PayPal","Standard"
100885,2023-08-12,"C1939","Asia-Pacific","India","Electronics","Laptop",1,941,0.23,724.57,184.86,"Bank Transfer","Express"
100886,2023-01-08,"C2989","North America","Mexico","Furniture","Lamp",10,1495,0.21,11810.5,2283.3,"PayPal","Same-Day"
100887,2024-04-26,"C2110","Europe","Italy","Furniture","Sofa",10,159,0.27,1160.7,194.44,"Bank Transfer","Same-Day"
100888,2024-04-22,"C1831","Asia-Pacific","China","Furniture","Chair",9,832,0.02,7338.24,2832.04,"Bank Transfer","Standard"
100889,2024-12-21,"C2463","South America","Argentina","Clothing","Pants",2,64,0.1,115.2,27.99,"Credit Card","Express"
100890,2024-11-13,"C1770","Asia-Pacific","China","Electronics","Laptop",3,1267,0.06,3572.94,1003.14,"Bank Transfer","Same-Day"
100891,2024-11-18,"C2856","Europe","France","Clothing","Shoes",10,293,0.12,2578.4,633.86,"PayPal","Standard"
100892,2024-06-01,"C1287","South America","Chile","Clothing","Pants",6,210,0.06,1184.4,123.21,"Credit Card","Same-Day"
100893,2024-08-14,"C2922","South America","Argentina","Clothing","Pants",1,245,0.15,208.25,26.77,"Credit Card","Express"
100894,2023-08-04,"C1690","Asia-Pacific","Japan","Electronics","Smartphone",5,561,0.08,2580.6,731.91,"Credit Card","Same-Day"
100895,2023-04-01,"C2624","North America","United States","Clothing","Jacket",6,67,0.15,341.7,117.75,"Bank Transfer","Same-Day"
100896,2024-04-18,"C2572","Europe","France","Electronics","Smartphone",3,680,0.15,1734,221.06,"PayPal","Same-Day"
100897,2024-11-13,"C2818","Europe","Spain","Clothing","Pants",1,270,0.26,199.8,66.61,"Credit Card","Express"
100898,2023-03-01,"C1238","Asia-Pacific","Australia","Furniture","Lamp",5,1237,0.22,4824.3,1649.55,"PayPal","Standard"
100899,2023-08-25,"C1544","North America","Mexico","Electronics","Tablet",8,374,0.2,2393.6,926.18,"Credit Card","Same-Day"
100900,2023-05-17,"C2383","Europe","Spain","Furniture","Chair",9,195,0.21,1386.45,480.89,"PayPal","Same-Day"
100901,2024-12-14,"C2990","North America","Canada","Electronics","Laptop",3,1638,0.13,4275.18,990.99,"Credit Card","Standard"
100902,2023-11-27,"C1597","Asia-Pacific","India","Clothing","Shoes",9,101,0.23,699.93,144.82,"PayPal","Standard"
100903,2023-01-08,"C2346","Asia-Pacific","China","Furniture","Chair",10,301,0.06,2829.4,797.77,"Credit Card","Express"
100904,2023-10-24,"C1411","North America","Mexico","Furniture","Lamp",10,1217,0.05,11561.5,2881.14,"PayPal","Express"
100905,2023-04-16,"C2860","Asia-Pacific","South Korea","Furniture","Lamp",9,1471,0.07,12312.27,3979.08,"Credit Card","Same-Day"
100906,2024-04-25,"C1545","North America","Mexico","Electronics","Laptop",4,655,0.12,2305.6,234.01,"Credit Card","Standard"
100907,2024-10-08,"C1851","Asia-Pacific","Australia","Furniture","Sofa",8,673,0.26,3984.16,456.6,"Credit Card","Standard"
100908,2024-09-04,"C2654","South America","Brazil","Furniture","Chair",2,889,0.2,1422.4,190.11,"Credit Card","Same-Day"
100909,2023-10-16,"C1033","Asia-Pacific","China","Furniture","Sofa",4,653,0.12,2298.56,262.5,"Credit Card","Same-Day"
100910,2024-04-02,"C2503","Asia-Pacific","Australia","Electronics","Laptop",2,201,0.19,325.62,83.13,"Bank Transfer","Express"
100911,2023-11-17,"C2764","North America","United States","Electronics","Smartphone",5,879,0.19,3559.95,591.65,"Bank Transfer","Standard"
100912,2023-06-26,"C2979","Europe","United Kingdom","Furniture","Chair",8,761,0.25,4566,1680.39,"Bank Transfer","Standard"
100913,2023-06-17,"C2874","Europe","United Kingdom","Furniture","Lamp",9,313,0.01,2788.83,1078.22,"Credit Card","Express"
100914,2024-02-29,"C2758","South America","Argentina","Clothing","Shirt",5,216,0.25,810,201.61,"Bank Transfer","Express"
100915,2024-03-29,"C2318","Europe","United Kingdom","Electronics","Tablet",6,281,0.24,1281.36,397.09,"Bank Transfer","Same-Day"
100916,2024-02-22,"C2796","South America","Chile","Clothing","Pants",8,287,0.07,2135.28,695.44,"Credit Card","Standard"
100917,2023-10-01,"C2804","Asia-Pacific","Japan","Electronics","Tablet",7,303,0.03,2057.37,426.44,"Credit Card","Express"
100918,2023-09-20,"C1968","North America","United States","Electronics","Smartphone",7,1270,0.22,6934.2,1670.45,"Credit Card","Same-Day"
100919,2024-12-08,"C2153","North America","Mexico","Clothing","Pants",5,269,0.24,1022.2,353.63,"PayPal","Same-Day"
100920,2024-06-28,"C2990","Europe","Spain","Clothing","Pants",4,48,0.16,161.28,18.35,"Bank Transfer","Same-Day"
100921,2023-12-21,"C2532","South America","Brazil","Electronics","Smartphone",7,1393,0.14,8385.86,1040.52,"Credit Card","Standard"
100922,2024-09-17,"C2782","Europe","Italy","Furniture","Sofa",6,1091,0.19,5302.26,816.13,"Bank Transfer","Same-Day"
100923,2023-09-12,"C1611","Europe","United Kingdom","Electronics","Television",6,1598,0.15,8149.8,3214.43,"PayPal","Express"
100924,2024-10-11,"C1585","Asia-Pacific","Japan","Clothing","Jacket",4,258,0.03,1001.04,358.34,"Credit Card","Standard"
100925,2023-02-03,"C1211","North America","United States","Electronics","Tablet",1,1561,0.23,1201.97,238.82,"Credit Card","Express"
100926,2023-04-05,"C1055","North America","Canada","Furniture","Table",1,845,0.27,616.85,142.74,"Credit Card","Standard"
100927,2024-07-19,"C1075","North America","United States","Electronics","Laptop",1,1589,0,1589,198.67,"Bank Transfer","Same-Day"
100928,2023-01-19,"C2434","Europe","Italy","Clothing","Shoes",7,283,0.03,1921.57,233.79,"Credit Card","Standard"
100929,2024-03-11,"C1144","Asia-Pacific","Australia","Furniture","Table",1,1238,0.06,1163.72,226.78,"Bank Transfer","Same-Day"
100930,2024-06-24,"C2329","Europe","Spain","Furniture","Table",3,1218,0.2,2923.2,302.11,"PayPal","Express"
100931,2023-09-23,"C2176","Asia-Pacific","South Korea","Electronics","Laptop",9,860,0.02,7585.2,1754.31,"PayPal","Same-Day"
100932,2023-12-31,"C1155","North America","Canada","Clothing","Pants",7,252,0.05,1675.8,183,"PayPal","Same-Day"
100933,2024-02-05,"C2730","North America","United States","Furniture","Sofa",7,586,0.03,3978.94,453.69,"PayPal","Standard"
100934,2023-06-26,"C2468","Europe","Germany","Furniture","Table",9,706,0.27,4638.42,1595.32,"PayPal","Same-Day"
100935,2023-09-12,"C1771","North America","United States","Furniture","Table",10,1346,0.17,11171.8,3164.89,"Bank Transfer","Standard"
100936,2023-05-26,"C2943","South America","Argentina","Furniture","Chair",7,450,0.15,2677.5,818.86,"Bank Transfer","Same-Day"
100937,2023-10-09,"C2266","Europe","Italy","Furniture","Lamp",10,1029,0.11,9158.1,2821.47,"Credit Card","Standard"
100938,2024-04-05,"C2015","North America","Mexico","Electronics","Laptop",6,1550,0.05,8835,1364.49,"PayPal","Express"
100939,2024-07-20,"C2168","Europe","Germany","Furniture","Lamp",1,369,0.28,265.68,90.3,"Bank Transfer","Standard"
100940,2024-04-26,"C2320","Europe","France","Furniture","Table",9,472,0.15,3610.8,620.3,"PayPal","Standard"
100941,2023-04-17,"C2532","South America","Brazil","Electronics","Smartphone",5,878,0.23,3380.3,1202.22,"PayPal","Express"
100942,2024-09-07,"C2971","North America","United States","Electronics","Laptop",3,1530,0.29,3258.9,858.69,"PayPal","Same-Day"
100943,2024-06-16,"C1447","Europe","Italy","Electronics","Tablet",6,965,0.15,4921.5,1501.18,"Credit Card","Same-Day"
100944,2024-11-20,"C1547","North America","Canada","Furniture","Chair",4,1315,0.21,4155.4,1315.84,"PayPal","Same-Day"
100945,2024-12-05,"C2917","South America","Brazil","Clothing","Jacket",7,297,0.1,1871.1,655.3,"Credit Card","Standard"
100946,2024-10-12,"C1869","North America","Mexico","Clothing","Jacket",10,67,0.05,636.5,83.07,"Credit Card","Standard"
100947,2024-07-17,"C1482","South America","Argentina","Clothing","Shirt",3,125,0.03,363.75,64.75,"Credit Card","Same-Day"
100948,2024-07-10,"C1077","South America","Argentina","Furniture","Table",6,208,0.23,960.96,187.63,"Bank Transfer","Same-Day"
100949,2023-06-02,"C1148","Asia-Pacific","Japan","Electronics","Tablet",8,1364,0.05,10366.4,1180.8,"Credit Card","Standard"
100950,2023-07-03,"C1051","South America","Brazil","Electronics","Laptop",4,1597,0.24,4854.88,1700.65,"Bank Transfer","Same-Day"
100951,2024-03-23,"C1740","South America","Chile","Electronics","Tablet",8,1841,0.09,13402.48,4991.83,"Credit Card","Standard"
100952,2023-11-05,"C1346","South America","Argentina","Electronics","Tablet",1,642,0.01,635.58,174.49,"Credit Card","Express"
100953,2023-03-25,"C1601","Europe","Germany","Clothing","Pants",3,222,0.15,566.1,209.18,"Bank Transfer","Same-Day"
100954,2024-06-08,"C1314","North America","Mexico","Electronics","Smartphone",1,261,0.07,242.73,78,"Bank Transfer","Standard"
100955,2023-07-28,"C1050","North America","Mexico","Furniture","Table",8,124,0.2,793.6,109.83,"PayPal","Express"
100956,2023-07-11,"C2942","Asia-Pacific","Australia","Clothing","Pants",10,243,0.2,1944,373.42,"Credit Card","Express"
100957,2024-02-29,"C2801","South America","Brazil","Clothing","Shirt",9,207,0.2,1490.4,384.68,"Bank Transfer","Standard"
100958,2024-09-14,"C1061","North America","Mexico","Furniture","Chair",8,901,0.27,5261.84,1571.27,"PayPal","Same-Day"
100959,2024-04-01,"C1334","Asia-Pacific","China","Furniture","Sofa",5,294,0.14,1264.2,135.18,"Credit Card","Standard"
100960,2024-04-05,"C1522","Asia-Pacific","India","Furniture","Chair",7,796,0.1,5014.8,1317.52,"Credit Card","Express"
100961,2023-01-19,"C1217","South America","Chile","Clothing","Shirt",1,264,0.23,203.28,34.04,"PayPal","Standard"
100962,2023-11-17,"C2856","Europe","France","Clothing","Shoes",3,132,0.01,392.04,150.21,"Bank Transfer","Standard"
100963,2024-11-04,"C2409","Asia-Pacific","Japan","Electronics","Smartphone",9,1820,0,16380,1792.49,"Credit Card","Same-Day"
100964,2023-04-16,"C1618","South America","Argentina","Clothing","Jacket",3,180,0.03,523.8,194.07,"PayPal","Standard"
100965,2023-08-17,"C1249","South America","Brazil","Furniture","Chair",8,608,0.02,4766.72,1219.95,"Bank Transfer","Express"
100966,2023-01-19,"C1643","North America","United States","Clothing","Jacket",6,193,0.1,1042.2,161.41,"PayPal","Standard"
100967,2023-08-18,"C2998","Asia-Pacific","Australia","Clothing","Jacket",3,209,0.17,520.41,67.24,"Bank Transfer","Express"
100968,2023-06-28,"C2903","North America","United States","Clothing","Pants",3,280,0.14,722.4,145.4,"Credit Card","Same-Day"
100969,2023-07-13,"C1393","South America","Chile","Clothing","Pants",10,103,0.18,844.6,277.44,"Bank Transfer","Same-Day"
100970,2024-11-20,"C2263","Europe","Germany","Clothing","Shoes",2,297,0.21,469.26,82.87,"PayPal","Standard"
100971,2023-08-26,"C1184","South America","Brazil","Clothing","Jacket",1,217,0.25,162.75,28.37,"Credit Card","Standard"
100972,2023-03-12,"C1729","South America","Chile","Electronics","Television",2,1784,0.11,3175.52,1256.92,"PayPal","Same-Day"
100973,2023-12-26,"C1327","North America","Mexico","Furniture","Sofa",3,186,0.04,535.68,66.1,"Bank Transfer","Express"
100974,2024-04-23,"C1067","North America","Mexico","Furniture","Table",2,289,0.18,473.96,126.63,"PayPal","Same-Day"
100975,2024-04-26,"C2364","South America","Argentina","Clothing","Shoes",2,234,0.29,332.28,85.63,"Credit Card","Standard"
100976,2023-12-26,"C2729","Europe","Italy","Electronics","Laptop",4,862,0.18,2827.36,745.24,"Bank Transfer","Standard"
100977,2023-02-27,"C1400","South America","Chile","Furniture","Sofa",4,913,0.05,3469.4,932.31,"Credit Card","Same-Day"
100978,2023-03-08,"C2830","South America","Chile","Clothing","Shirt",9,49,0.21,348.39,79.22,"PayPal","Same-Day"
100979,2024-08-16,"C2468","Asia-Pacific","Japan","Clothing","Pants",7,93,0.29,462.21,54.94,"Bank Transfer","Same-Day"
100980,2024-10-02,"C1766","Europe","France","Furniture","Chair",6,357,0.01,2120.58,632.09,"Credit Card","Express"
100981,2024-03-24,"C2703","Europe","Spain","Clothing","Shoes",5,241,0.12,1060.4,413.46,"Credit Card","Express"
100982,2023-03-04,"C2292","Europe","United Kingdom","Electronics","Television",4,1890,0.05,7182,2442.91,"Credit Card","Standard"
100983,2024-01-20,"C2231","Europe","Spain","Furniture","Sofa",10,670,0.26,4958,1029.16,"Credit Card","Same-Day"
100984,2024-03-29,"C2656","South America","Argentina","Electronics","Laptop",2,214,0.03,415.16,67.74,"Credit Card","Express"
100985,2023-04-20,"C2041","South America","Argentina","Furniture","Lamp",8,451,0.07,3355.44,347.02,"PayPal","Standard"
100986,2024-06-25,"C1863","Asia-Pacific","South Korea","Electronics","Tablet",9,310,0.08,2566.8,700.75,"Bank Transfer","Same-Day"
100987,2023-09-12,"C1693","North America","Mexico","Furniture","Chair",3,271,0.15,691.05,270.12,"Bank Transfer","Express"
100988,2024-08-20,"C1977","Europe","Spain","Clothing","Shirt",7,128,0.1,806.4,223.14,"Bank Transfer","Express"
100989,2024-01-17,"C2527","South America","Argentina","Furniture","Sofa",7,126,0.23,679.14,248.04,"Bank Transfer","Same-Day"
100990,2024-09-25,"C2242","South America","Chile","Clothing","Jacket",7,123,0.13,749.07,241.71,"Bank Transfer","Express"
100991,2024-05-22,"C1297","Asia-Pacific","Australia","Furniture","Table",10,506,0.05,4807,949.47,"PayPal","Same-Day"
100992,2023-05-10,"C2832","North America","Mexico","Electronics","Tablet",6,1096,0.11,5852.64,959.7,"Bank Transfer","Express"
100993,2024-09-25,"C1288","Europe","Italy","Clothing","Pants",2,67,0.24,101.84,38.4,"PayPal","Express"
100994,2024-10-18,"C2503","Europe","Germany","Furniture","Table",2,790,0.03,1532.6,498.1,"PayPal","Express"
100995,2024-11-11,"C2656","Europe","Germany","Electronics","Television",10,1710,0.2,13680,3282.2,"Credit Card","Standard"
100996,2023-07-12,"C2493","Europe","United Kingdom","Clothing","Shirt",2,110,0.04,211.2,54.66,"Bank Transfer","Express"
100997,2024-10-04,"C2665","North America","Mexico","Electronics","Smartphone",8,1010,0.05,7676,2072.29,"Credit Card","Standard"
100998,2024-01-09,"C2971","Europe","France","Clothing","Shirt",6,20,0.01,118.8,16.13,"Credit Card","Express"
100999,2023-08-26,"C1663","Asia-Pacific","Japan","Furniture","Sofa",8,182,0.03,1412.32,560.02,"Credit Card","Express"
101000,2024-02-18,"C2849","Europe","Italy","Clothing","Pants",6,188,0.16,947.52,99.16,"PayPal","Standard"
101001,2023-08-02,"C2391","Asia-Pacific","South Korea","Furniture","Lamp",9,913,0.08,7559.64,2843.13,"Credit Card","Same-Day"
101002,2023-01-26,"C2179","North America","United States","Furniture","Lamp",3,543,0.29,1156.59,347.96,"PayPal","Express"
101003,2023-08-18,"C2375","South America","Brazil","Electronics","Smartphone",10,1126,0.18,9233.2,1221.43,"PayPal","Express"
101004,2023-08-13,"C1407","Asia-Pacific","China","Clothing","Pants",5,84,0.28,302.4,83.16,"Credit Card","Same-Day"
101005,2023-11-30,"C2611","Asia-Pacific","China","Furniture","Chair",3,1357,0.09,3704.61,852.08,"Bank Transfer","Same-Day"
101006,2024-12-02,"C2105","North America","United States","Electronics","Smartphone",5,712,0.01,3524.4,981.62,"Credit Card","Same-Day"
101007,2024-04-21,"C1486","Europe","France","Furniture","Lamp",9,918,0.29,5866.02,2326.54,"Bank Transfer","Standard"
101008,2023-02-07,"C2001","North America","Canada","Electronics","Tablet",9,377,0.17,2816.19,616.08,"Bank Transfer","Same-Day"
101009,2023-10-12,"C2534","Europe","France","Clothing","Shirt",3,255,0.15,650.25,113.18,"Credit Card","Express"
101010,2023-05-30,"C2369","South America","Argentina","Furniture","Chair",10,711,0.11,6327.9,791.96,"PayPal","Same-Day"
101011,2024-02-18,"C2823","Europe","United Kingdom","Furniture","Lamp",9,593,0.23,4109.49,1145.36,"Bank Transfer","Same-Day"
101012,2024-11-24,"C1042","North America","United States","Furniture","Lamp",7,1191,0.11,7419.93,1650.29,"PayPal","Standard"
101013,2024-11-04,"C1919","South America","Brazil","Clothing","Shoes",4,290,0.11,1032.4,164.5,"Bank Transfer","Same-Day"
101014,2024-05-17,"C2259","Asia-Pacific","India","Furniture","Sofa",5,514,0.08,2364.4,938.72,"Bank Transfer","Express"
101015,2024-04-23,"C2036","Asia-Pacific","India","Clothing","Shirt",10,184,0.17,1527.2,185.93,"PayPal","Standard"
